sex,age,priors_count,days_b_screening_arrest,score_text,c_charge_degree,race_0,race_1,race_2,race_3,race_4,race_5,class
1,27,3,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,39,7,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,28,5,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,44,2,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,10,49.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,1,-70.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,51,1,-30.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,4,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,39,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,8,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,0,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,21,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,49,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,37,6,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,25,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,1,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,5,-8.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,51,1,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,37,6,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,23,3,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,25,1,-100.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,49,1,-243.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,10,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,25,2,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
1,24,3,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,49,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,10,-82.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,26,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,7,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,41,6,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,24,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,25,13,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,57,3,-158.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,1,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,28,8,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,27,1,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,24,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,64,1,-8.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,59,4,-66.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,44,1,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,60,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,-5.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,47,4,142.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,22,2,70.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,34,0,-2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,33,3,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,0,-1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,31,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,37,24,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,8,-361.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,36,5,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,5,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,50,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,53,1,-12.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,57,1,-55.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,3,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,9,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,20,0,-2.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,49,1,-33.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,6,-55.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,49,1,-9.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,5,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,43,2,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,3,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,42,8,-5.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,27,2,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,27,1,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,2,-57.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,1,-43.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,59,8,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,54,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,34,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,58,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,31,2,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,61,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,2,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,5,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,49,0,-4.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,33,3,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,23,5,24.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,47,1,97.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,39,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,13,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,48,4,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,33,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,11,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,21,4,-29.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,37,13,-29.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,55,0,-2.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,31,7,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,2,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,42,6,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,42,1,-132.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,26,1,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,3,-90.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,24,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,53,8,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,4,-53.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,6,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,52,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,42,1,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,38,1,-18.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,25,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,45,3,336.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,8,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,25,3,-58.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,75,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,63,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,38,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,9,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,38,2,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,40,23,30.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,6,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,69,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,1,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,56,3,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,43,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,52,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,42,0,-3.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,37,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,4,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,41,2,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,28,5,-32.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,-8.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,0,-2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,6,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,20,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,67,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,28.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,9,0.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,30,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,56,1,98.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,0.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,29,6,-2.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,30,18,0.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,35,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,2,-5.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,48,2,-66.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,60,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,41,4,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,24,1,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,44,1,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,6,-50.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,39,1,-6.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,36,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,57,9,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,24,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,39,8,197.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,26,2,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,27,3,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,10,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,2,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,40,0,-1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0
1,34,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,8,0.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,36,7,-46.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,19,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,1,-18.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,40,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,22,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,4,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,7,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,44,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,1,-33.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,38,1,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,49,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,35,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,52,3,-22.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,4,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,8,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,23,6,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,56,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,33,8,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,44,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,2,-106.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,25,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,0,-1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,30,22,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,37,1,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,40,0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,8,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,21,4,122.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,20,0,-1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,52,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,2,0.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,53,14,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,50,4,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,3,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,11,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,21,3,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,14,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,46,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,0,-1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,5,302.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,34,3,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,51,2,-23.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,38,12,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,7,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,58,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,36,9,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,24,5,86.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,46,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,27,5,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,5,0.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0
1,35,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,47,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,1,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,36,6,-32.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,41,2,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,4,-3.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,3,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,47,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,62,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,2,-12.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,23,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,0,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,0,-3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,35,0,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,38,8,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,3,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,41,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,55,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,4,-20.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,1,-11.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,27,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,2,-31.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,23,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,55,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,27,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
